id,name,link,submit_link,submitted_solutions,accuracy,status_link,difficulty
2396,Panic  at the Disco,https://www.codechef.com/problems/PANIC,https://www.codechef.com/submit/PANIC,4,29.63,https://www.codechef.com/status/PANIC,hard
2397,Chef and Elephant Tree,https://www.codechef.com/problems/PKLVES,https://www.codechef.com/submit/PKLVES,5,9.28,https://www.codechef.com/status/PKLVES,hard
2398,Overlapping discs,https://www.codechef.com/problems/M5,https://www.codechef.com/submit/M5,8,23.53,https://www.codechef.com/status/M5,hard
2399,Problem With Strings,https://www.codechef.com/problems/ACMKANPA,https://www.codechef.com/submit/ACMKANPA,8,0.59,https://www.codechef.com/status/ACMKANPA,hard
2400,Harmonious Decorating,https://www.codechef.com/problems/HARMONY,https://www.codechef.com/submit/HARMONY,8,28.57,https://www.codechef.com/status/HARMONY,hard
2401,Praveen falls from a tall tree,https://www.codechef.com/problems/CHN12,https://www.codechef.com/submit/CHN12,8,4.92,https://www.codechef.com/status/CHN12,hard
2402,Misha and Geometry,https://www.codechef.com/problems/MGCHGEOM,https://www.codechef.com/submit/MGCHGEOM,8,20.48,https://www.codechef.com/status/MGCHGEOM,hard
2403,Sereja and Permutations 3,https://www.codechef.com/problems/SEAPERM3,https://www.codechef.com/submit/SEAPERM3,8,7.62,https://www.codechef.com/status/SEAPERM3,hard
2404,Chef and Triangles,https://www.codechef.com/problems/CHEFTRI4,https://www.codechef.com/submit/CHEFTRI4,8,4.32,https://www.codechef.com/status/CHEFTRI4,hard
2405,G   Palace of King,https://www.codechef.com/problems/ZUBPALK,https://www.codechef.com/submit/ZUBPALK,8,15.91,https://www.codechef.com/status/ZUBPALK,hard
2406,Find Lighted Area,https://www.codechef.com/problems/LIGHTARE,https://www.codechef.com/submit/LIGHTARE,8,14.67,https://www.codechef.com/status/LIGHTARE,hard
2407,Chef and Chefcoin,https://www.codechef.com/problems/CTREE,https://www.codechef.com/submit/CTREE,8,17.31,https://www.codechef.com/status/CTREE,hard
2408,Queries on Tree,https://www.codechef.com/problems/TRS,https://www.codechef.com/submit/TRS,8,4.7,https://www.codechef.com/status/TRS,hard
2409,Before Having Donuts,https://www.codechef.com/problems/BHD,https://www.codechef.com/submit/BHD,8,18.31,https://www.codechef.com/status/BHD,hard
2410,Chef at the River,https://www.codechef.com/problems/RIVER,https://www.codechef.com/submit/RIVER,8,13.85,https://www.codechef.com/status/RIVER,hard
2411,Ada Farm,https://www.codechef.com/problems/ADAFARM,https://www.codechef.com/submit/ADAFARM,8,14.46,https://www.codechef.com/status/ADAFARM,hard
2412,Chef and Working Plan,https://www.codechef.com/problems/WKPLAN,https://www.codechef.com/submit/WKPLAN,8,61.54,https://www.codechef.com/status/WKPLAN,hard
2413,Again Multi Peg Tower of Hanoi,https://www.codechef.com/problems/MULHANOI,https://www.codechef.com/submit/MULHANOI,8,27.27,https://www.codechef.com/status/MULHANOI,hard
2414,K th Lexicographical Suffix,https://www.codechef.com/problems/KSUFFIX,https://www.codechef.com/submit/KSUFFIX,8,39.39,https://www.codechef.com/status/KSUFFIX,hard
2415,Riverland,https://www.codechef.com/problems/RIVERLND,https://www.codechef.com/submit/RIVERLND,8,35.71,https://www.codechef.com/status/RIVERLND,hard
2416,Sonya and Queries,https://www.codechef.com/problems/SONIQUE,https://www.codechef.com/submit/SONIQUE,8,24.32,https://www.codechef.com/status/SONIQUE,hard
2417,Test Generation,https://www.codechef.com/problems/TESTGEN,,8,66.67,https://www.codechef.com/status/TESTGEN,hard
2418,The Archipelago,https://www.codechef.com/problems/ARCHPLG,https://www.codechef.com/submit/ARCHPLG,9,35.56,https://www.codechef.com/status/ARCHPLG,hard
2419,The Mine Field,https://www.codechef.com/problems/M1,https://www.codechef.com/submit/M1,9,21.28,https://www.codechef.com/status/M1,hard
2420,Rearranging Digits,https://www.codechef.com/problems/ARRANGE2,https://www.codechef.com/submit/ARRANGE2,9,5.29,https://www.codechef.com/status/ARRANGE2,hard
2421,Stepping Numbers,https://www.codechef.com/problems/STEPNUMS,https://www.codechef.com/submit/STEPNUMS,9,11.54,https://www.codechef.com/status/STEPNUMS,hard
2422,Generalized Independent Sets,https://www.codechef.com/problems/GENIND,https://www.codechef.com/submit/GENIND,9,54.55,https://www.codechef.com/status/GENIND,hard
2423,Preferred Cooking Schools,https://www.codechef.com/problems/CKSCHOOL,https://www.codechef.com/submit/CKSCHOOL,9,14.94,https://www.codechef.com/status/CKSCHOOL,hard
2424,Lame Queen Game,https://www.codechef.com/problems/LAMQUGAM,https://www.codechef.com/submit/LAMQUGAM,9,26.09,https://www.codechef.com/status/LAMQUGAM,hard
2425,Little Elephant and Sheet,https://www.codechef.com/problems/LEPAPER,https://www.codechef.com/submit/LEPAPER,9,23.68,https://www.codechef.com/status/LEPAPER,hard
2426,Longest Article,https://www.codechef.com/problems/LONGART,https://www.codechef.com/submit/LONGART,9,11.54,https://www.codechef.com/status/LONGART,hard
2427,Avoid Wasting,https://www.codechef.com/problems/AVDWAST,https://www.codechef.com/submit/AVDWAST,9,10.53,https://www.codechef.com/status/AVDWAST,hard
2428,Ciel and Karaoke,https://www.codechef.com/problems/CIELKARA,https://www.codechef.com/submit/CIELKARA,9,37.93,https://www.codechef.com/status/CIELKARA,hard
2429,Chef Protection Plan,https://www.codechef.com/problems/CPP,https://www.codechef.com/submit/CPP,9,31.07,https://www.codechef.com/status/CPP,hard
2430,Chef and the Cake II,https://www.codechef.com/problems/CAKE2AM,https://www.codechef.com/submit/CAKE2AM,9,28.07,https://www.codechef.com/status/CAKE2AM,hard
2431,Nikitosh and Sauron tetrahedron,https://www.codechef.com/problems/REBTET,https://www.codechef.com/submit/REBTET,9,33.33,https://www.codechef.com/status/REBTET,hard
2432,Adding Up Sequences of Towers,https://www.codechef.com/problems/SEQTOWER,https://www.codechef.com/submit/SEQTOWER,9,17.54,https://www.codechef.com/status/SEQTOWER,hard
2433,Terrible vectors,https://www.codechef.com/problems/TERVEC,https://www.codechef.com/submit/TERVEC,9,25.58,https://www.codechef.com/status/TERVEC,hard
2434,Chef and the Dual Palindromes,https://www.codechef.com/problems/DUALPAL,https://www.codechef.com/submit/DUALPAL,9,7.44,https://www.codechef.com/status/DUALPAL,hard
2435,Animesh does not gift Malvika on her birthday,https://www.codechef.com/problems/CHN10,https://www.codechef.com/submit/CHN10,9,37.5,https://www.codechef.com/status/CHN10,hard
2436,Malvika gets bored along with her Cats,https://www.codechef.com/problems/CHN04,https://www.codechef.com/submit/CHN04,9,3.1,https://www.codechef.com/status/CHN04,hard
2437,Puppy and Triangles,https://www.codechef.com/problems/TUZTRN,https://www.codechef.com/submit/TUZTRN,9,7.04,https://www.codechef.com/status/TUZTRN,hard
2438,Chef and Polyhedron,https://www.codechef.com/problems/CHEFPOL,https://www.codechef.com/submit/CHEFPOL,9,40,https://www.codechef.com/status/CHEFPOL,hard
2439,Chef and Guard Towers,https://www.codechef.com/problems/TRICONT,https://www.codechef.com/submit/TRICONT,9,15.38,https://www.codechef.com/status/TRICONT,hard
2440,Chef and Tree,https://www.codechef.com/problems/CHEFTRE,https://www.codechef.com/submit/CHEFTRE,9,13.59,https://www.codechef.com/status/CHEFTRE,hard
2441,Sereja and BOX,https://www.codechef.com/problems/SEABOX,https://www.codechef.com/submit/SEABOX,9,25,https://www.codechef.com/status/SEABOX,hard
2442,Advanced Cooking Machine,https://www.codechef.com/problems/BOUNCE,https://www.codechef.com/submit/BOUNCE,9,14.63,https://www.codechef.com/status/BOUNCE,hard
2443,Rebel rescue,https://www.codechef.com/problems/JAKKU,https://www.codechef.com/submit/JAKKU,9,31.58,https://www.codechef.com/status/JAKKU,hard
2444,Bear and Almost Row,https://www.codechef.com/problems/ALMROW,https://www.codechef.com/submit/ALMROW,9,9.78,https://www.codechef.com/status/ALMROW,hard
2445,Traffic in Chefland,https://www.codechef.com/problems/CHEFTRAF,https://www.codechef.com/submit/CHEFTRAF,9,123.81,https://www.codechef.com/status/CHEFTRAF,hard
2446,Adjacent leaves,https://www.codechef.com/problems/ADJLEAF,https://www.codechef.com/submit/ADJLEAF,9,30.77,https://www.codechef.com/status/ADJLEAF,hard
2447,I   Secrets,https://www.codechef.com/problems/ZUBSECRT,https://www.codechef.com/submit/ZUBSECRT,9,14.43,https://www.codechef.com/status/ZUBSECRT,hard
2448,Black Discs,https://www.codechef.com/problems/DISCAREA,https://www.codechef.com/submit/DISCAREA,9,19.15,https://www.codechef.com/status/DISCAREA,hard
2449,A Simple Polygon,https://www.codechef.com/problems/SIMPPOLY,https://www.codechef.com/submit/SIMPPOLY,9,10.42,https://www.codechef.com/status/SIMPPOLY,hard
2450,Hamel Paths,https://www.codechef.com/problems/HAMEL,https://www.codechef.com/submit/HAMEL,9,33.33,https://www.codechef.com/status/HAMEL,hard
2451,Rubber Band,https://www.codechef.com/problems/RUBBER,https://www.codechef.com/submit/RUBBER,9,34.48,https://www.codechef.com/status/RUBBER,hard
2452,Binary Board,https://www.codechef.com/problems/BIBOARD,https://www.codechef.com/submit/BIBOARD,9,18.03,https://www.codechef.com/status/BIBOARD,hard
2453,Distinct Rows in Submatrices,https://www.codechef.com/problems/DISTRING,https://www.codechef.com/submit/DISTRING,9,17.65,https://www.codechef.com/status/DISTRING,hard
2454,Tree Sequences,https://www.codechef.com/problems/TSEQ,https://www.codechef.com/submit/TSEQ,9,26.32,https://www.codechef.com/status/TSEQ,hard
2455,LOVEMUFFIN,https://www.codechef.com/problems/LVMFFN,https://www.codechef.com/submit/LVMFFN,9,19.77,https://www.codechef.com/status/LVMFFN,hard
2456,D Dart,https://www.codechef.com/problems/DDART,https://www.codechef.com/submit/DDART,9,17.91,https://www.codechef.com/status/DDART,hard
2457,OWCA Files,https://www.codechef.com/problems/OWCAFILE,https://www.codechef.com/submit/OWCAFILE,9,13.21,https://www.codechef.com/status/OWCAFILE,hard
2458,Tree Query,https://www.codechef.com/problems/TREEQ1,https://www.codechef.com/submit/TREEQ1,9,23.73,https://www.codechef.com/status/TREEQ1,hard
2459,Precious Stones ,https://www.codechef.com/problems/PSTONES,https://www.codechef.com/submit/PSTONES,9,20.34,https://www.codechef.com/status/PSTONES,hard
2460,Chef and Sums,https://www.codechef.com/problems/CHEFSUMS,https://www.codechef.com/submit/CHEFSUMS,9,10.14,https://www.codechef.com/status/CHEFSUMS,hard
2461,Toll Trolls,https://www.codechef.com/problems/M4,https://www.codechef.com/submit/M4,10,25.64,https://www.codechef.com/status/M4,hard
2462,Alien language,https://www.codechef.com/problems/G4,https://www.codechef.com/submit/G4,10,20,https://www.codechef.com/status/G4,hard
2463,Chemical reactions,https://www.codechef.com/problems/G5,https://www.codechef.com/submit/G5,10,34.21,https://www.codechef.com/status/G5,hard
2464,Effective Sets,https://www.codechef.com/problems/J4,https://www.codechef.com/submit/J4,10,4.51,https://www.codechef.com/status/J4,hard
2465,Help the judge,https://www.codechef.com/problems/J6,https://www.codechef.com/submit/J6,10,41.79,https://www.codechef.com/status/J6,hard
2466,Powerful Strongholds,https://www.codechef.com/problems/SNCK02,https://www.codechef.com/submit/SNCK02,10,58.82,https://www.codechef.com/status/SNCK02,hard
2467,Heroes of Magical Might,https://www.codechef.com/problems/N2,https://www.codechef.com/submit/N2,10,61.11,https://www.codechef.com/status/N2,hard
2468,Lighting the shop,https://www.codechef.com/problems/LIGHTING,https://www.codechef.com/submit/LIGHTING,10,3.85,https://www.codechef.com/status/LIGHTING,hard
2469,Generalized Spanning Trees,https://www.codechef.com/problems/GST,https://www.codechef.com/submit/GST,10,35,https://www.codechef.com/status/GST,hard
2470,Get a Clue,https://www.codechef.com/problems/CLUE,https://www.codechef.com/submit/CLUE,10,23.26,https://www.codechef.com/status/CLUE,hard
2471,Post Office,https://www.codechef.com/problems/POST,https://www.codechef.com/submit/POST,10,1.24,https://www.codechef.com/status/POST,hard
2472,Escape The Ruins,https://www.codechef.com/problems/ESCAPE,https://www.codechef.com/submit/ESCAPE,10,33.33,https://www.codechef.com/status/ESCAPE,hard
2473,Algebra Express,https://www.codechef.com/problems/ACMKANPE,https://www.codechef.com/submit/ACMKANPE,10,12.17,https://www.codechef.com/status/ACMKANPE,hard
2474,Can you do it better,https://www.codechef.com/problems/CYDB,https://www.codechef.com/submit/CYDB,10,12.99,https://www.codechef.com/status/CYDB,hard
2475,Rearrangement,https://www.codechef.com/problems/REARRAN,https://www.codechef.com/submit/REARRAN,10,13.19,https://www.codechef.com/status/REARRAN,hard
2476,Inverse Binomial Coefficient,https://www.codechef.com/problems/INVBINCF,https://www.codechef.com/submit/INVBINCF,10,30.56,https://www.codechef.com/status/INVBINCF,hard
2477,Make It Zero 3,https://www.codechef.com/problems/LMATRIX3,https://www.codechef.com/submit/LMATRIX3,10,28.89,https://www.codechef.com/status/LMATRIX3,hard
2478,Polygon   Circles,https://www.codechef.com/problems/CHEFPC,https://www.codechef.com/submit/CHEFPC,10,31.43,https://www.codechef.com/status/CHEFPC,hard
2479,Asteroids,https://www.codechef.com/problems/ASTRD,https://www.codechef.com/submit/ASTRD,10,16.88,https://www.codechef.com/status/ASTRD,hard
2480,Misha and Permutation,https://www.codechef.com/problems/MGCHPERM,https://www.codechef.com/submit/MGCHPERM,10,50,https://www.codechef.com/status/MGCHPERM,hard
2481,Trip and Palindromes,https://www.codechef.com/problems/WAYPA,https://www.codechef.com/submit/WAYPA,10,9.38,https://www.codechef.com/status/WAYPA,hard
2482,Chef And Palindromes,https://www.codechef.com/problems/PALSTR,https://www.codechef.com/submit/PALSTR,10,18.64,https://www.codechef.com/status/PALSTR,hard
2483,Big Search Trees,https://www.codechef.com/problems/BIGTREE,https://www.codechef.com/submit/BIGTREE,10,3.18,https://www.codechef.com/status/BIGTREE,hard
2484,Irrational Root,https://www.codechef.com/problems/APRPS,https://www.codechef.com/submit/APRPS,10,31.33,https://www.codechef.com/status/APRPS,hard
2485,Bear and Cat Trap,https://www.codechef.com/problems/BEARTRAP,https://www.codechef.com/submit/BEARTRAP,10,83.33,https://www.codechef.com/status/BEARTRAP,hard
2486,Multiplication Program,https://www.codechef.com/problems/MULDIG,https://www.codechef.com/submit/MULDIG,10,30.3,https://www.codechef.com/status/MULDIG,hard
2487,Game Revisited,https://www.codechef.com/problems/GQUERY,https://www.codechef.com/submit/GQUERY,10,57.89,https://www.codechef.com/status/GQUERY,hard
2488,Queries on Matrix,https://www.codechef.com/problems/JIIT,https://www.codechef.com/submit/JIIT,10,13.25,https://www.codechef.com/status/JIIT,hard
2489,S Semi palindromic,https://www.codechef.com/problems/SSPLD,https://www.codechef.com/submit/SSPLD,10,23.53,https://www.codechef.com/status/SSPLD,hard
2490,Plus Equation,https://www.codechef.com/problems/PLUSEQ,https://www.codechef.com/submit/PLUSEQ,10,11.24,https://www.codechef.com/status/PLUSEQ,hard
2491,Chef and Lost Story,https://www.codechef.com/problems/CHEFLST,https://www.codechef.com/submit/CHEFLST,10,20,https://www.codechef.com/status/CHEFLST,hard
2492,Factorize,https://www.codechef.com/problems/FCTR,https://www.codechef.com/submit/FCTR,10,8.93,https://www.codechef.com/status/FCTR,hard
2493,Polygon and String,https://www.codechef.com/problems/POLYSTR,https://www.codechef.com/submit/POLYSTR,10,28,https://www.codechef.com/status/POLYSTR,hard
2494,Curing Kingdom,https://www.codechef.com/problems/CUREK,https://www.codechef.com/submit/CUREK,10,52.38,https://www.codechef.com/status/CUREK,hard
2495,Order and Chaos  Interactive ,https://www.codechef.com/problems/ORDNCHS,https://www.codechef.com/submit/ORDNCHS,10,39.29,https://www.codechef.com/status/ORDNCHS,hard
2496,Police and Thieves,https://www.codechef.com/problems/POLICE,https://www.codechef.com/submit/POLICE,10,13,https://www.codechef.com/status/POLICE,hard
2497,Polygon Chain,https://www.codechef.com/problems/POLCHAIN,https://www.codechef.com/submit/POLCHAIN,10,37.1,https://www.codechef.com/status/POLCHAIN,hard
2498,Precise Bipartite Pairing,https://www.codechef.com/problems/BIPPAIR,https://www.codechef.com/submit/BIPPAIR,10,27.78,https://www.codechef.com/status/BIPPAIR,hard
2499,Expected Spanning Trees,https://www.codechef.com/problems/EXPTREES,https://www.codechef.com/submit/EXPTREES,10,55,https://www.codechef.com/status/EXPTREES,hard
2500,Village Road Network,https://www.codechef.com/problems/VILLNET,https://www.codechef.com/submit/VILLNET,10,36.84,https://www.codechef.com/status/VILLNET,hard
2501,A Christmas Pizza Puzzle,https://www.codechef.com/problems/A7,https://www.codechef.com/submit/A7,11,25.37,https://www.codechef.com/status/A7,hard
2502,The Reversed World,https://www.codechef.com/problems/REVERSED,https://www.codechef.com/submit/REVERSED,11,13.98,https://www.codechef.com/status/REVERSED,hard
2503,Graph Counting,https://www.codechef.com/problems/GRAPHCT,https://www.codechef.com/submit/GRAPHCT,11,39.29,https://www.codechef.com/status/GRAPHCT,hard
2504,Renting Spare Oven Time,https://www.codechef.com/problems/OVENTIME,https://www.codechef.com/submit/OVENTIME,11,25,https://www.codechef.com/status/OVENTIME,hard
2505,Traffic Jam,https://www.codechef.com/problems/ACMKANPC,https://www.codechef.com/submit/ACMKANPC,11,37.5,https://www.codechef.com/status/ACMKANPC,hard
2506,Rush Hour,https://www.codechef.com/problems/RUSHHOUR,https://www.codechef.com/submit/RUSHHOUR,11,32.79,https://www.codechef.com/status/RUSHHOUR,hard
2507,Divisors number divisibility,https://www.codechef.com/problems/DIVNODIV,https://www.codechef.com/submit/DIVNODIV,11,25.25,https://www.codechef.com/status/DIVNODIV,hard
2508,Frosting Cupcakes,https://www.codechef.com/problems/MUFFINS2,https://www.codechef.com/submit/MUFFINS2,11,16.92,https://www.codechef.com/status/MUFFINS2,hard
2509,Product of Digits Again,https://www.codechef.com/problems/DIGITS2,https://www.codechef.com/submit/DIGITS2,11,38.71,https://www.codechef.com/status/DIGITS2,hard
2510,Chefs Game,https://www.codechef.com/problems/CHEF_GAM,https://www.codechef.com/submit/CHEF_GAM,11,8.76,https://www.codechef.com/status/CHEF_GAM,hard
2511,Ciel and Random Walk,https://www.codechef.com/problems/CIELWALK,https://www.codechef.com/submit/CIELWALK,11,26.32,https://www.codechef.com/status/CIELWALK,hard
2512,Ciel and Ball Guessing Game,https://www.codechef.com/problems/CIELBALL,https://www.codechef.com/submit/CIELBALL,11,35.14,https://www.codechef.com/status/CIELBALL,hard
2513,Needles and Pins,https://www.codechef.com/problems/NPIN,https://www.codechef.com/submit/NPIN,11,55.17,https://www.codechef.com/status/NPIN,hard
2514,Three Degree Bounded Maximum Cost Subtree,https://www.codechef.com/problems/DEG3MAXT,https://www.codechef.com/submit/DEG3MAXT,11,61.29,https://www.codechef.com/status/DEG3MAXT,hard
2515,Weird Sum,https://www.codechef.com/problems/WRDSUM,https://www.codechef.com/submit/WRDSUM,11,25,https://www.codechef.com/status/WRDSUM,hard
2516,Roads in Stars,https://www.codechef.com/problems/STARROAD,https://www.codechef.com/submit/STARROAD,11,27.45,https://www.codechef.com/status/STARROAD,hard
2517,Weasel finds Staircase,https://www.codechef.com/problems/WEASELSC,https://www.codechef.com/submit/WEASELSC,11,17.21,https://www.codechef.com/status/WEASELSC,hard
2518,Picnic with Chef,https://www.codechef.com/problems/CHEFPIC,https://www.codechef.com/submit/CHEFPIC,11,38.71,https://www.codechef.com/status/CHEFPIC,hard
2519,Yet another expected value problem,https://www.codechef.com/problems/YAEXP,https://www.codechef.com/submit/YAEXP,11,17.02,https://www.codechef.com/status/YAEXP,hard
2520,Pairwise String Sums,https://www.codechef.com/problems/STRSUM,https://www.codechef.com/submit/STRSUM,11,35.29,https://www.codechef.com/status/STRSUM,hard
2521,Chefland Army,https://www.codechef.com/problems/CHEFARMY,https://www.codechef.com/submit/CHEFARMY,11,65,https://www.codechef.com/status/CHEFARMY,hard
2522,Line Line Line Graph,https://www.codechef.com/problems/LLLGRAPH,https://www.codechef.com/submit/LLLGRAPH,11,16.09,https://www.codechef.com/status/LLLGRAPH,hard
2523,Easy Geo xD,https://www.codechef.com/problems/GEOXD,https://www.codechef.com/submit/GEOXD,11,30.43,https://www.codechef.com/status/GEOXD,hard
2524,Precise Pairing,https://www.codechef.com/problems/PRECPAIR,https://www.codechef.com/submit/PRECPAIR,11,37.14,https://www.codechef.com/status/PRECPAIR,hard
2525,Packing the Boxes,https://www.codechef.com/problems/A5,https://www.codechef.com/submit/A5,12,8.64,https://www.codechef.com/status/A5,hard
2526,The Bytelandian Union,https://www.codechef.com/problems/A8,https://www.codechef.com/submit/A8,12,7.02,https://www.codechef.com/status/A8,hard
2527,Motorbike Racing,https://www.codechef.com/problems/M2,https://www.codechef.com/submit/M2,12,25.6,https://www.codechef.com/status/M2,hard
2528,Chef attic window,https://www.codechef.com/problems/WINDOW,https://www.codechef.com/submit/WINDOW,12,14.71,https://www.codechef.com/status/WINDOW,hard
2529,Magic Hull,https://www.codechef.com/problems/HULL,https://www.codechef.com/submit/HULL,12,23.08,https://www.codechef.com/status/HULL,hard
2530,Quasi Polynomial Sum,https://www.codechef.com/problems/QPOLYSUM,https://www.codechef.com/submit/QPOLYSUM,12,31.67,https://www.codechef.com/status/QPOLYSUM,hard
2531,Minimal Weighted Digit Sum,https://www.codechef.com/problems/MINWDSUM,https://www.codechef.com/submit/MINWDSUM,12,22.34,https://www.codechef.com/status/MINWDSUM,hard
2532,Chef and The Recursive Algorithm,https://www.codechef.com/problems/DFSGRID,https://www.codechef.com/submit/DFSGRID,12,12.4,https://www.codechef.com/status/DFSGRID,hard
2533,Good galaxy,https://www.codechef.com/problems/GOODGAL,https://www.codechef.com/submit/GOODGAL,12,35.29,https://www.codechef.com/status/GOODGAL,hard
2534,Connect Points,https://www.codechef.com/problems/CONPOIN,https://www.codechef.com/submit/CONPOIN,12,36.21,https://www.codechef.com/status/CONPOIN,hard
2535,Chef and Big Matrix,https://www.codechef.com/problems/CHNBGMT,https://www.codechef.com/submit/CHNBGMT,12,21.43,https://www.codechef.com/status/CHNBGMT,hard
2536,Tree Balancing,https://www.codechef.com/problems/TREEBAL,https://www.codechef.com/submit/TREEBAL,12,25.45,https://www.codechef.com/status/TREEBAL,hard
2537,Roads,https://www.codechef.com/problems/KOL16I,https://www.codechef.com/submit/KOL16I,12,29.17,https://www.codechef.com/status/KOL16I,hard
2538,Minimum of Degrees,https://www.codechef.com/problems/MINDEG,https://www.codechef.com/submit/MINDEG,12,77.78,https://www.codechef.com/status/MINDEG,hard
2539,Chef and Horcrux,https://www.codechef.com/problems/XORTREEH,https://www.codechef.com/submit/XORTREEH,12,26.79,https://www.codechef.com/status/XORTREEH,hard
2540,Day Schedule,https://www.codechef.com/problems/BINOMSUM,https://www.codechef.com/submit/BINOMSUM,12,22.03,https://www.codechef.com/status/BINOMSUM,hard
2541,F   Huge Number of Trees,https://www.codechef.com/problems/ZUBHTREE,https://www.codechef.com/submit/ZUBHTREE,12,29.09,https://www.codechef.com/status/ZUBHTREE,hard
2542,Science Fair,https://www.codechef.com/problems/SCIENCEF,https://www.codechef.com/submit/SCIENCEF,12,38.1,https://www.codechef.com/status/SCIENCEF,hard
2543,Adjacent Leaves ,https://www.codechef.com/problems/ADJLEAF2,https://www.codechef.com/submit/ADJLEAF2,12,46.15,https://www.codechef.com/status/ADJLEAF2,hard
2544,Maximize the NOSS,https://www.codechef.com/problems/NOSS,https://www.codechef.com/submit/NOSS,12,31.08,https://www.codechef.com/status/NOSS,hard
2545,Complement Spanning Trees,https://www.codechef.com/problems/CSTREE,https://www.codechef.com/submit/CSTREE,12,33.33,https://www.codechef.com/status/CSTREE,hard
2546,Power Sum,https://www.codechef.com/problems/PSUM,https://www.codechef.com/submit/PSUM,12,14.19,https://www.codechef.com/status/PSUM,hard
2547,Scoring Pairs,https://www.codechef.com/problems/APAIRS,https://www.codechef.com/submit/APAIRS,12,21.43,https://www.codechef.com/status/APAIRS,hard
2548,Alien Clock,https://www.codechef.com/problems/D7,https://www.codechef.com/submit/D7,13,25.93,https://www.codechef.com/status/D7,hard
2549,Magic Strings,https://www.codechef.com/problems/J5,https://www.codechef.com/submit/J5,13,24.32,https://www.codechef.com/status/J5,hard
2550,Lights Out,https://www.codechef.com/problems/DORADM01,https://www.codechef.com/submit/DORADM01,13,42.22,https://www.codechef.com/status/DORADM01,hard
2551,Exponentiation Commutativity,https://www.codechef.com/problems/EXPCOMM,https://www.codechef.com/submit/EXPCOMM,13,33.33,https://www.codechef.com/status/EXPCOMM,hard
2552,Coloring in Hypercube,https://www.codechef.com/problems/HPARITY,https://www.codechef.com/submit/HPARITY,13,60.87,https://www.codechef.com/status/HPARITY,hard
2553,Improve the Permutation,https://www.codechef.com/problems/IMPROVE,https://www.codechef.com/submit/IMPROVE,13,32.61,https://www.codechef.com/status/IMPROVE,hard
2554,Triangles in a Grid,https://www.codechef.com/problems/CLTNGL,https://www.codechef.com/submit/CLTNGL,13,82.35,https://www.codechef.com/status/CLTNGL,hard
2555,Army of Me,https://www.codechef.com/problems/ARMYOFME,https://www.codechef.com/submit/ARMYOFME,13,31.03,https://www.codechef.com/status/ARMYOFME,hard
2556,Good Subsequences,https://www.codechef.com/problems/GOODSEGS,https://www.codechef.com/submit/GOODSEGS,13,63.83,https://www.codechef.com/status/GOODSEGS,hard
2557,Alternating Permutations,https://www.codechef.com/problems/SNCK03,https://www.codechef.com/submit/SNCK03,14,41.46,https://www.codechef.com/status/SNCK03,hard
2558,Reaching the Rig,https://www.codechef.com/problems/REACHRIG,https://www.codechef.com/submit/REACHRIG,14,6.83,https://www.codechef.com/status/REACHRIG,hard
2559,Sum Divides Product,https://www.codechef.com/problems/PRDIVSUM,https://www.codechef.com/submit/PRDIVSUM,14,5.78,https://www.codechef.com/status/PRDIVSUM,hard
2560,D Power Permutations,https://www.codechef.com/problems/DPOWPERM,https://www.codechef.com/submit/DPOWPERM,14,28.85,https://www.codechef.com/status/DPOWPERM,hard
2561,Little Elephant and Lucky Segment,https://www.codechef.com/problems/LELUCKYN,https://www.codechef.com/submit/LELUCKYN,14,4.62,https://www.codechef.com/status/LELUCKYN,hard
2562,Ciel and password cracking,https://www.codechef.com/problems/CIELHACK,https://www.codechef.com/submit/CIELHACK,14,46.67,https://www.codechef.com/status/CIELHACK,hard
2563,Game on a Grid,https://www.codechef.com/problems/GRIDGAME,https://www.codechef.com/submit/GRIDGAME,14,16,https://www.codechef.com/status/GRIDGAME,hard
2564,Weird Paths in a tree,https://www.codechef.com/problems/KOL15E,https://www.codechef.com/submit/KOL15E,14,36.73,https://www.codechef.com/status/KOL15E,hard
2565,Dai Ma Chu Shi,https://www.codechef.com/problems/DMCS,https://www.codechef.com/submit/DMCS,14,60.87,https://www.codechef.com/status/DMCS,hard
2566,Defend the Recipe,https://www.codechef.com/problems/ALLPOLY,https://www.codechef.com/submit/ALLPOLY,14,12.71,https://www.codechef.com/status/ALLPOLY,hard
2567,Chef and Sort,https://www.codechef.com/problems/CHEFONM,https://www.codechef.com/submit/CHEFONM,14,59.26,https://www.codechef.com/status/CHEFONM,hard
2568,Best Triangle,https://www.codechef.com/problems/BESTTRI,https://www.codechef.com/submit/BESTTRI,14,32.76,https://www.codechef.com/status/BESTTRI,hard
2569,Strange Queries,https://www.codechef.com/problems/STRQUER,https://www.codechef.com/submit/STRQUER,14,15.18,https://www.codechef.com/status/STRQUER,hard
2570,Chef And Land Labeling,https://www.codechef.com/problems/CLANDLBL,https://www.codechef.com/submit/CLANDLBL,14,36.84,https://www.codechef.com/status/CLANDLBL,hard
2571,Unusual Sorting,https://www.codechef.com/problems/XORSORT2,https://www.codechef.com/submit/XORSORT2,14,20.34,https://www.codechef.com/status/XORSORT2,hard
2572,Sonya and Tree,https://www.codechef.com/problems/SONATR,https://www.codechef.com/submit/SONATR,14,23.53,https://www.codechef.com/status/SONATR,hard
